3	25	28	32	43	1
17	28	36	41	42	9
3	13	20	33	36	13
4	16	22	26	35	4
8	10	25	26	28	1
4	14	16	22	39	7
6	23	39	40	41	5
17	21	23	34	38	7
9	31	34	37	49	4
21	36	38	39	44	7
26	33	34	39	44	6
2	9	18	23	30	2
12	13	24	30	46	12
6	15	25	28	35	5
2	3	22	31	49	3
5	16	38	43	45	10
1	4	34	47	49	9
21	31	36	37	38	5
11	21	23	26	28	11
2	8	25	42	47	4
11	21	36	41	45	13
3	10	32	34	40	1
9	19	26	29	47	11
8	16	17	20	30	2
8	16	17	20	30	2
4	9	13	24	27	7
2	8	21	40	48	7
12	25	34	35	45	5
2	20	26	27	43	7
3	21	22	26	38	4
21	24	27	41	48	1
16	34	40	41	47	3
15	30	34	36	46	12
9	10	18	35	47	6
3	25	30	36	48	12
3	4	21	42	45	10
2	7	12	13	21	9
7	17	20	21	27	1
3	22	28	36	37	1
1	10	12	17	19	1
1	15	26	42	46	13
6	11	17	28	33	2
1	4	15	26	31	13
1	26	30	36	41	4
5	29	36	41	44	7
4	5	12	18	20	6
14	17	20	28	44	6
11	13	16	19	40	3
16	17	30	34	40	9
5	11	40	41	47	7
7	10	13	17	46	5
4	11	36	40	47	5
1	2	3	4	6	7
21	24	35	39	41	4
3	23	30	33	47	7
3	16	40	45	46	13
5	9	13	20	26	6
4	18	21	36	39	7
6	14	32	33	48	10
5	32	36	42	46	1
6	8	11	35	36	5
11	15	26	31	38	2
3	8	11	19	43	4
5	21	37	45	48	11
1	2	9	37	38	13
13	16	26	28	47	9
4	8	24	43	48	1
21	24	27	32	37	3
18	26	35	37	43	3
4	29	39	41	49	8
12	16	17	33	48	9
3	8	11	17	46	4
1	16	18	41	43	4
5	21	37	45	48	11
15	17	27	43	46	10
2	10	16	23	24	10
13	24	40	46	49	3
5	12	13	21	22	2
16	20	33	45	47	11
1	4	9	11	33	12
5	12	13	16	25	1
6	23	39	43	45	10
4	12	22	25	47	3
5	7	8	13	14	16
6	14	18	24	26	13
2	9	23	31	44	13
8	15	24	35	47	3
7	32	45	47	49	8
6	21	22	23	40	10
10	19	26	35	42	8
16	20	33	38	47	2
15	34	44	45	47	7
3	8	28	33	34	11
20	25	31	42	45	11
5	16	24	30	32	3
3	13	18	41	45	12
4	13	16	39	48	8
8	18	20	48	49	9
5	7	10	28	49	3
6	20	24	39	49	10
20	29	31	35	41	10
7	13	14	22	34	9
11	29	37	39	42	1
23	29	32	33	37	10
18	32	33	43	45	1
15	21	38	39	41	5
2	15	20	22	41	9
7	20	30	43	45	6
4	11	22	25	29	2
5	16	38	43	45	10
7	12	26	32	33	10
7	33	35	37	42	13
9	13	25	41	46	13
22	24	30	33	39	1
23	25	26	41	45	7
8	13	18	31	43	8
3	8	10	25	31	1
8	11	22	23	45	9
6	15	16	20	45	6
10	25	29	34	36	11
4	10	32	40	41	4
5	9	33	43	44	9
1	2	19	25	32	3
18	24	25	41	42	1
13	35	36	39	40	1
4	25	26	34	38	9
20	23	26	29	35	7
6	13	26	37	47	4
7	8	20	27	42	7
4	8	21	32	36	4
4	14	26	27	31	1
11	26	31	39	48	4
6	7	34	44	48	3
15	20	32	45	49	5
14	21	25	42	45	8
3	8	22	25	31	8
16	17	27	47	48	8
16	18	29	44	47	6
7	10	34	38	48	9
5	6	9	36	48	6
8	10	22	40	43	4
16	23	24	32	35	6
5	9	12	13	27	10
3	10	14	21	27	3
9	16	23	25	32	10
3	12	24	31	48	5
5	7	29	38	45	2
6	11	15	34	35	10
18	23	38	42	49	5
2	16	18	26	33	8
16	24	28	31	33	1
13	36	39	45	48	6
7	19	26	31	34	13
17	28	30	41	43	1
8	9	11	18	41	10
5	8	19	31	46	10
4	9	18	26	38	1
2	16	28	40	44	13
20	37	41	46	48	11
2	21	35	41	43	3
6	23	39	40	44	12
3	11	24	25	41	4
17	19	25	28	41	6
2	16	17	32	40	5
11	20	35	43	46	5
7	9	20	24	43	6
14	18	35	41	48	6
8	17	18	41	49	6
